date,alpha,beta,persist
2023-12-27,0.021215257198753997,0.97114232400643,0.9923575812051839
2023-12-28,0.02108293636631291,0.9712712450088893,0.9923541813752021
2023-12-29,0.020529084524554493,0.9718740581471672,0.9924031426717217
2024-01-02,0.020668631688481078,0.9717222550104523,0.9923908866989334
2024-01-03,0.020604926233097905,0.9717815638650306,0.9923864900981285
2024-01-04,0.020767414626655486,0.9716022420589749,0.9923696566856304
2024-01-05,0.02080633081740878,0.9715681163293992,0.992374447146808
2024-01-08,0.02052915520199607,0.9718802230032614,0.9924093782052574
2024-01-09,0.020579697606754932,0.971816564613007,0.992396262219762
2024-01-10,0.020689162934977853,0.9716928075206904,0.9923819704556682
2024-01-11,0.020846027877989115,0.9715192723211397,0.9923653001991288
2024-01-12,0.02084537507645912,0.9715119086788807,0.9923572837553398
2024-01-16,0.020962601823204016,0.9713810641410411,0.9923436659642451
2024-01-17,0.021155803006577902,0.9711780207430109,0.9923338237495888
2024-01-18,0.021327263445258395,0.9710042167092211,0.9923314801544795
2024-01-19,0.02156535618376187,0.9707574989677434,0.9923228551515053
2024-01-22,0.021819023122055387,0.9704986523094318,0.9923176754314872
2024-01-23,0.02208411972937789,0.970224109126267,0.9923082288556448
2024-01-24,0.022063273806236072,0.9702580572094583,0.9923213310156944
2024-01-25,0.022094951499850645,0.9702323600886679,0.9923273115885185
2024-01-26,0.022040911839678302,0.9702751426215905,0.9923160544612688
2024-01-29,0.02229953919702735,0.9700132927033454,0.9923128319003727
2024-01-30,0.022195634210533263,0.9701071478492623,0.9923027820597956
2024-01-31,0.02245621607613388,0.969845343481322,0.9923015595574559
2024-02-01,0.022478783321717467,0.9698149748728763,0.9922937581945938
2024-02-02,0.022136618748502517,0.9701409734069989,0.9922775921555014
2024-02-05,0.02207673116583025,0.9702114156678958,0.992288146833726
2024-02-06,0.021888158680268374,0.9704120659015633,0.9923002245818316
2024-02-07,0.021992450334639025,0.9703022858796445,0.9922947362142835
2024-02-08,0.02216948104914006,0.9701248780641919,0.992294359113332
2024-02-09,0.02236385569195623,0.9699366878760914,0.9923005435680476
2024-02-12,0.022573566216905625,0.9697308417838845,0.9923044080007901
2024-02-13,0.022831073082139487,0.9694792059952188,0.9923102790773582
2024-02-14,0.023118651500940973,0.9691992010483654,0.9923178525493064
2024-02-15,0.02304641624412888,0.9692774357458921,0.9923238519900209
2024-02-16,0.023215158878005474,0.9691106518171104,0.9923258106951159
2024-02-20,0.02342611945801727,0.9689128430854083,0.9923389625434256
2024-02-21,0.023684122829850284,0.9686625505894525,0.9923466734193028
2024-02-22,0.023902927995696367,0.9684581640327105,0.9923610920284068
2024-02-23,0.02421095010750452,0.9681630839091007,0.9923740340166052
2024-02-26,0.024332050988658625,0.968042642956547,0.9923746939452056
2024-02-27,0.024706058325724856,0.9676878566238498,0.9923939149495746
2024-02-28,0.025064690945085896,0.9673541738320279,0.9924188647771138
2024-02-29,0.025352031636172258,0.9670823924342297,0.9924344240704019
2024-03-01,0.02570812805603429,0.9667535560287518,0.9924616840847861
2024-03-04,0.025726685744759985,0.9667267828596794,0.9924534686044394
2024-03-05,0.026138417191018025,0.9663524115240787,0.9924908287150968
2024-03-06,0.02640368117237591,0.9661031645406416,0.9925068457130175
2024-03-07,0.026831357879462257,0.9657105898250238,0.992541947704486
2024-03-08,0.02733870958600999,0.9652510546571176,0.9925897642431276
2024-03-11,0.027894917572934795,0.9647510316954425,0.9926459492683773
2024-03-12,0.02844316597632561,0.9642588044853889,0.9927019704617145
2024-03-13,0.02870184076191297,0.9640326945514426,0.9927345353133555
2024-03-14,0.02933802976196609,0.9634728852542801,0.9928109150162462
2024-03-15,0.02932825653454366,0.9634843796818316,0.9928126362163753
2024-03-18,0.029925426218920775,0.9629653821025264,0.9928908083214472
2024-03-19,0.030603792111007576,0.962379459909417,0.9929832520204246
2024-03-20,0.03105122030495481,0.9619918819298483,0.9930431022348031
2024-03-21,0.03146484331424071,0.9616379875544552,0.9931028308686959
2024-03-22,0.03204659186670929,0.9611452206159814,0.9931918124826907
2024-03-25,0.028623788186553253,0.9640357111220189,0.9926594993085721
2024-03-26,0.028517818209516158,0.9641279567502026,0.9926457749597187
2024-03-27,0.028721500289749603,0.9639661591164389,0.9926876594061885
2024-03-28,0.02873489887303304,0.9639509973260566,0.9926858961990896
2024-04-01,0.029031196622109266,0.9637314543016411,0.9927626509237504
2024-04-02,0.029351473863467526,0.9634848056397606,0.9928362795032281
2024-04-03,0.02883299911786825,0.9638928768960497,0.992725876013918
2024-04-04,0.029092012315598385,0.9637062616646351,0.9927982739802336
2024-04-05,0.029391215668838674,0.9634888730142637,0.9928800886831023
2024-04-08,0.02957024155491328,0.9633592019516171,0.9929294435065303
2024-04-09,0.029804838322065864,0.9631915330217278,0.9929963713437936
2024-04-10,0.029883802514413225,0.9631288714276955,0.9930126739421088
2024-04-11,0.028473599223189962,0.9641813597310184,0.9926549589542083
2024-04-12,0.028603905395001444,0.9641169544906395,0.992720859885641
2024-04-15,0.028678639888697875,0.9640759825739486,0.9927546224626465
2024-04-16,0.028734358031025895,0.9640483831907176,0.9927827412217435
2024-04-17,0.028686464327054132,0.9640787125845809,0.992765176911635
2024-04-18,0.028662741176394058,0.9640869434228461,0.9927496845992401
2024-04-19,0.028773424619137827,0.9640397639534397,0.9928131885725775
2024-04-22,0.028924049297496684,0.9639567092268196,0.9928807585243163
2024-04-23,0.02910831648414278,0.9638525699044227,0.9929608863885655
2024-04-24,0.02919657219282798,0.9637950207092683,0.9929915929020963
2024-04-25,0.029372554497027206,0.9636864319363323,0.9930589864333595
2024-04-26,0.02940823599171766,0.9636664783374166,0.9930747143291343
2024-04-29,0.029623594068169647,0.9635314780803154,0.993155072148485
2024-04-30,0.029857076265652285,0.9633788474211417,0.9932359236867939
2024-05-01,0.030125776397959606,0.9632004723524011,0.9933262487503608
2024-05-02,0.030433109800411508,0.9629898661480941,0.9934229759485056
2024-05-03,0.029738652001538628,0.9634697418047788,0.9932083938063174
2024-05-06,0.029644857582664757,0.9635227416634788,0.9931675992461436
2024-05-07,0.029721190296262637,0.9634832982447723,0.9932044885410349
2024-05-08,0.029676968226558905,0.9635044873164784,0.9931814555430373
2024-05-09,0.029819173636340086,0.9634363190771131,0.9932554927134533
2024-05-10,0.029963736610988893,0.9633578974139237,0.9933216340249127
2024-05-13,0.030170397335509566,0.9632415552702976,0.9934119526058072
2024-05-14,0.030356955577570514,0.9631317388730346,0.9934886944506052
2024-05-15,0.030493783799381346,0.9630443996435506,0.993538183442932
2024-05-16,0.030603394384739302,0.9629800179962956,0.993583412381035
2024-05-17,0.030089879218023592,0.9632928482152043,0.993382727433228
2024-05-20,0.03024212752158366,0.9632244346549058,0.9934665621764894
2024-05-21,0.030413471970172596,0.9631381261207773,0.99355159809095
2024-05-22,0.030478809020464168,0.9630989738732508,0.993577782893715
2024-05-23,0.030685590048585936,0.9629890987278523,0.9936746887764383
2024-05-24,0.030709147226073777,0.9629794639865015,0.9936886112125752
2024-05-28,0.030924046734178735,0.962860437487454,0.9937844842216327
2024-05-29,0.03097070057110898,0.9628354503488865,0.9938061509199955
2024-05-30,0.031089430050869078,0.9627722716213484,0.9938617016722174
2024-05-31,0.031076459122007027,0.9627754170021732,0.9938518761241802
2024-06-03,0.031225889409131197,0.9627001027921496,0.9939259922012808
2024-06-04,0.03084566912802116,0.9629018605026008,0.993747529630622
2024-06-05,0.0308037307462327,0.9629176680709017,0.9937213988171344
2024-06-06,0.03077055189597338,0.9629233185035139,0.9936938703994872
2024-06-07,0.03088115663728558,0.9629043969493603,0.9937855535866458
2024-06-10,0.03041412120729898,0.9630621154340929,0.993476236641392
2024-06-11,0.030428108899851456,0.9631292608477017,0.9935573697475532
2024-06-12,0.03044573983181822,0.9631406278670409,0.9935863676988591
2024-06-13,0.030461774981361704,0.9631491505588887,0.9936109255402504
2024-06-14,0.03035790783754582,0.9631185293766887,0.9934764372142345
2024-06-17,0.030359833079782003,0.9631795784473929,0.9935394115271748
2024-06-18,0.03036121683810389,0.9631920318047682,0.9935532486428721
2024-06-20,0.03038236886380284,0.9632145046350973,0.9935968734989001
2024-06-21,0.030410644451239664,0.9632662637999035,0.9936769082511432
2024-06-24,0.030474675547408323,0.9632798184231889,0.9937544939705972
2024-06-25,0.0305680948575484,0.9632676043568764,0.9938356992144248
2024-06-26,0.030688627434031217,0.9632284593443129,0.9939170867783441
2024-06-27,0.030647473949142714,0.9632495088476072,0.9938969827967499
2024-06-28,0.030737469533543234,0.9632163938464278,0.993953863379971
2024-07-01,0.030640896444948065,0.963256061559436,0.993896958004384
2024-07-02,0.030742436475541472,0.963240629022302,0.9939830654978434
2024-07-03,0.030824940083040844,0.9632119691282162,0.994036909211257
2024-07-05,0.03077119056483447,0.9632317209801281,0.9940029115449626
2024-07-08,0.030592441021879607,0.9632805404450121,0.9938729814668917
2024-07-09,0.030649855626305247,0.9632999972850146,0.9939498529113199
2024-07-10,0.030737485550425398,0.963293933576904,0.9940314191273294
2024-07-11,0.03082435190960779,0.9632775784911539,0.9941019304007617
2024-07-12,0.030932218610694968,0.9632376947923974,0.9941699134030924
2024-07-15,0.03104626508000392,0.9631920405371823,0.9942383056171863
2024-07-16,0.03120852245925387,0.9631217425958107,0.9943302650550646
2024-07-17,0.031013527726362847,0.9632149203466125,0.9942284480729754
2024-07-18,0.031119862602433313,0.9631828012213075,0.9943026638237408
2024-07-19,0.03117665972302804,0.9631582787711781,0.9943349384942062
2024-07-22,0.03132992815599115,0.9630974902038877,0.9944274183598788
2024-07-23,0.03151214431459632,0.9630122384984396,0.994524382813036
2024-07-24,0.03170779484459261,0.9629118411828921,0.9946196360274847
2024-07-25,0.03154152630166477,0.9630023571385944,0.9945438834402591
2024-07-26,0.03134298811605834,0.9630943187871807,0.994437306903239
2024-07-29,0.03089482625189141,0.9632324511585857,0.9941272774104771
2024-07-30,0.030901037574644998,0.9632359746097511,0.9941370121843961
2024-07-31,0.030915035993429762,0.9633008653364662,0.9942159013298959
2024-08-01,0.030962408702575352,0.9633344986467951,0.9942969073493705
2024-08-02,0.030558065254010145,0.9632805997246602,0.9938386649786703
2024-08-05,0.030605226797678423,0.963198878263473,0.9938041050611514
2024-08-06,0.03105700536831551,0.9624968998667781,0.9935539052350936
2024-08-07,0.0308294396022022,0.9627741539707836,0.9936035935729858
2024-08-08,0.030685661146836168,0.9629554580665607,0.9936411192133968
2024-08-09,0.030553603648046674,0.9631283717186992,0.993681975366746
2024-08-12,0.030414633415324306,0.9633187235510347,0.993733356966359
2024-08-13,0.030440407294921853,0.963281751654365,0.9937221589492868
2024-08-14,0.030333614607945914,0.9634389072357471,0.993772521843693
2024-08-15,0.03026621163821712,0.9635479538364035,0.9938141654746205
2024-08-16,0.03025865829880759,0.9635664086803597,0.9938250669791673
2024-08-19,0.030212425395562723,0.9636623902977832,0.9938748156933459
2024-08-20,0.030202755493668028,0.9637036322918456,0.9939063877855137
2024-08-21,0.03020306404998814,0.9637411248970297,0.9939441889470179
2024-08-22,0.03021690267356534,0.9637600233165187,0.993976925990084
2024-08-23,0.03023734102198905,0.9637833904908718,0.9940207315128609
2024-08-26,0.03029095504163334,0.9637863392779888,0.9940772943196222
2024-08-27,0.030369554490837992,0.963765720813452,0.99413527530429
2024-08-28,0.030465768958749646,0.9637238600638806,0.9941896290226302
2024-08-29,0.030589998809089115,0.9636603385798945,0.9942503373889836
2024-08-30,0.03017678705355655,0.9638990511379374,0.9940758381914939
2024-09-03,0.030163170123876624,0.9639032124784715,0.9940663826023481
2024-09-04,0.0299103623065892,0.9638117227151254,0.9937220850217146
2024-09-05,0.029853307595030833,0.9638885276292091,0.9937418352242399
2024-09-06,0.02977503302570643,0.9639911271471295,0.9937661601728359
2024-09-09,0.029688103586140283,0.9641193990417841,0.9938075026279244
2024-09-10,0.02985888768075586,0.9638329747167599,0.9936918623975157
2024-09-11,0.029917643346306297,0.9637598273224032,0.9936774706687095
2024-09-12,0.029775953913412784,0.9639328140220965,0.9937087679355093
2024-09-13,0.029676190358084092,0.9640619677803296,0.9937381581384137
2024-09-16,0.029602166680513367,0.9641639627691069,0.9937661294496203
2024-09-17,0.029604180948342235,0.9641616382668302,0.9937658192151725
2024-09-18,0.029539949090122367,0.964258337499204,0.9937982865893263
2024-09-19,0.02951599690481753,0.9642999089910488,0.9938159058958663
2024-09-20,0.029522856119708837,0.9642801806068018,0.9938030367265106
2024-09-23,0.02950502777488285,0.964308435883493,0.9938134636583759
2024-09-24,0.02946782623988556,0.9643772585471516,0.9938450847870371
2024-09-25,0.029464081412719594,0.9644043307819252,0.9938684121946448
2024-09-26,0.029461393799412164,0.9644260365292986,0.9938874303287107
2024-09-27,0.029446249207675086,0.9644194852127895,0.9938657344204647
2024-09-30,0.029448156582522516,0.9644252240698643,0.9938733806523868
2024-10-01,0.0294424557585896,0.9644632865265271,0.9939057422851167
2024-10-02,0.029466510882346527,0.9644743612778196,0.9939408721601661
2024-10-03,0.02950493999607691,0.9644614872168916,0.9939664272129686
2024-10-04,0.029481445436999838,0.964477792163843,0.9939592376008428
2024-10-07,0.029375372076141444,0.9645122688346821,0.9938876409108236
2024-10-08,0.02937125247706726,0.9645201069275015,0.9938913594045687
2024-10-09,0.029415339700795056,0.9643510259786621,0.9937663656794571
2024-10-10,0.02931975498512903,0.9644684169341415,0.9937881719192706
2024-10-11,0.02923027047910587,0.964582195391183,0.9938124658702888
2024-10-15,0.029191950921797827,0.9646361731590817,0.9938281240808795
2024-10-16,0.029597713254684615,0.9639792557563585,0.9935769690110431
2024-10-17,0.02937506964388001,0.9642094654253286,0.9935845350692086
2024-10-18,0.02926385722438199,0.9643280960478591,0.993591953272241
2024-10-21,0.02922967324746873,0.9643631509125917,0.9935928241600605
2024-10-22,0.029054757062063764,0.9645461332664865,0.9936008903285503
2024-10-23,0.02890171360709119,0.9647081239454497,0.9936098375525408
2024-10-24,0.02877098376969612,0.964846060458955,0.9936170442286512
2024-10-25,0.02865853755805054,0.9649671632754049,0.9936257008334555
2024-10-28,0.02857104049700166,0.965063338250207,0.9936343787472086
2024-10-29,0.028505534833439594,0.9651387164273091,0.9936442512607486
2024-10-30,0.02847239715909823,0.9651830768581049,0.9936554740172031
2024-10-31,0.02845165047792758,0.9652126618610111,0.9936643123389386
2024-11-01,0.0284461173016911,0.965230232822435,0.9936763501241261
2024-11-04,0.02842264545106413,0.96524071765795,0.9936633631090142
2024-11-05,0.028417220446372633,0.965259050833281,0.9936762712796536
2024-11-06,0.02843587568528321,0.9652512068272214,0.9936870825125046
2024-11-07,0.028370693752466276,0.9652919338369477,0.9936626275894139
2024-11-08,0.02835876441784485,0.9653151301491479,0.9936738945669927
2024-11-12,0.028312985744653515,0.9652944806340185,0.9936074663786719
2024-11-13,0.02829702395055268,0.9653111002835262,0.9936081242340788
2024-11-14,0.028218508800190917,0.9653938916188902,0.9936124004190812
2024-11-15,0.02813225379768262,0.9654857595109859,0.9936180133086685
2024-11-18,0.028079536359210237,0.9655457669591744,0.9936253033183846
2024-11-19,0.028050012457107924,0.9655785115227487,0.9936285239798566
2024-11-20,0.028037592348107702,0.9655984834632284,0.9936360758113361
2024-11-21,0.028045573114556514,0.965598817304735,0.9936443904192914
2024-11-22,0.028057685749195618,0.9655919926312915,0.9936496783804871
2024-11-25,0.028098862208752122,0.9655578195675112,0.9936566817762633
2024-11-26,0.027976419311631334,0.9656570194840449,0.9936334387956762
2024-11-27,0.027977981004459793,0.9656615165278765,0.9936394975323363
2024-11-29,0.027998086308726654,0.9656498226535603,0.9936479089622869
2024-12-02,0.028012670381402684,0.9656375877843016,0.9936502581657043
2024-12-03,0.027991175414447855,0.9656504333434551,0.993641608757903
2024-12-04,0.028012762968507635,0.9656391037490492,0.9936518667175568
2024-12-05,0.028048086966913247,0.9656137639162421,0.9936618508831554
2024-12-06,0.028104723467986505,0.9655668266005568,0.9936715500685434
2024-12-09,0.028122694187049095,0.9655500308479951,0.9936727250350441
2024-12-10,0.02813413582786438,0.9655413359736496,0.9936754718015139
2024-12-11,0.028149850929459055,0.9655301981510015,0.9936800490804606
2024-12-12,0.02822822466813269,0.9654647593739345,0.9936929840420672
2024-12-13,0.02830949551934635,0.9653956856649724,0.9937051811843187
2024-12-16,0.028393715944236585,0.9653232948094191,0.9937170107536557
2024-12-17,0.028518964844964197,0.9652142770808889,0.9937332419258531
2024-12-18,0.02867938512742347,0.9650715234071245,0.9937509085345481
2024-12-19,0.02847536555721532,0.9652556609366076,0.9937310264938229
2024-12-20,0.02860305760607034,0.965145192834129,0.9937482504401993
2024-12-23,0.02876133643624722,0.9650090491943843,0.9937703856306316
2024-12-24,0.028898272714998088,0.9648903849416458,0.9937886576566439
2024-12-26,0.029095644322132193,0.9647191249532894,0.9938147692754216
2024-12-27,0.02932196855979783,0.9645191289897949,0.9938410975495927
2024-12-30,0.029536513800773493,0.9643306699916037,0.9938671837923772
2024-12-31,0.02941634366753368,0.9644355896925338,0.9938519333600675
2025-01-02,0.029636183266449886,0.9642465373994059,0.9938827206658558
2025-01-03,0.029898628592916324,0.964019293971753,0.9939179225646694
2025-01-06,0.030091387712264037,0.9638527999726249,0.9939441876848889
2025-01-07,0.030333843005413526,0.9636446059541409,0.9939784489595545
2025-01-08,0.03053965643380738,0.9634686398592581,0.9940082962930655
2025-01-09,0.030774408718790672,0.9632683855322763,0.994042794251067
2025-01-10,0.031126798687362126,0.9629673787686378,0.9940941774559999
2025-01-13,0.03100215338350695,0.9630758630331498,0.9940780164166568
2025-01-14,0.031221138774131636,0.9628947627698792,0.9941159015440109
2025-01-15,0.03157178471009263,0.9626046881059748,0.9941764728160674
2025-01-16,0.03045463335921473,0.9635249549041475,0.9939795882633622
2025-01-17,0.03042199555040538,0.9635465628387484,0.9939685583891538
2025-01-21,0.030567623999873058,0.9634441735330755,0.9940117975329485
2025-01-22,0.029909690961806134,0.9639273281721188,0.993837019133925
2025-01-23,0.029982121501026554,0.9638980415554294,0.9938801630564559
2025-01-24,0.030068151856305254,0.9638510598139333,0.9939192116702386
2025-01-27,0.029727240430769946,0.9640555920762471,0.993782832507017
2025-01-28,0.02968456253015623,0.9640170636881082,0.9937016262182645
2025-01-29,0.029662736365685238,0.9640698277943829,0.9937325641600682
2025-01-30,0.029659014676140846,0.9641178744274931,0.9937768891036339
2025-01-31,0.029680506415671035,0.964145083559896,0.993825589975567
2025-02-03,0.029728481372168696,0.9641409911239839,0.9938694724961525
2025-02-04,0.029797274659799276,0.9641196101160735,0.9939168847758728
2025-02-05,0.02987231758895478,0.9640819993814176,0.9939543169703724
2025-02-06,0.029080187369098655,0.9645032029717102,0.9935833903408089
2025-02-07,0.02905031715337905,0.9645494548226337,0.9935997719760127
2025-02-10,0.02898334091257999,0.964650270156641,0.993633611069221
2025-02-11,0.02894601243299913,0.9647225152118772,0.9936685276448763
2025-02-12,0.028916147489336172,0.964791113814667,0.9937072613040031
2025-02-13,0.02890845431603335,0.9647937600493453,0.9937022143653786
2025-02-14,0.028899821926744736,0.9648405158831252,0.99374033780987
2025-02-18,0.028893197374470932,0.9648558803207721,0.993749077695243
2025-02-19,0.028905923995540775,0.9648582084472866,0.9937641324428275
2025-02-20,0.02892612056524186,0.9648638048799039,0.9937899254451458
2025-02-21,0.02891063278440468,0.964873420981268,0.9937840537656727
2025-02-24,0.028925728889137553,0.9648681081111944,0.993793837000332
2025-02-25,0.028948789942753093,0.9648789331816173,0.9938277231243704
2025-02-26,0.028901529000893874,0.9648663842965075,0.9937679132974013
2025-02-27,0.028904373785906864,0.9648668126599321,0.993771186445839
2025-02-28,0.02891329392963468,0.9648446617817263,0.993757955711361
2025-03-03,0.02891971364006483,0.9648442370224798,0.9937639506625446
2025-03-04,0.028916978823380082,0.9648638681616222,0.9937808469850022
2025-03-05,0.02890852977929314,0.9648018524196893,0.9937103821989824
2025-03-06,0.029013332047072935,0.964624661404745,0.9936379934518179
2025-03-07,0.028910016388570197,0.964757454578179,0.9936674709667491
2025-03-10,0.028901861435870188,0.9647657650534991,0.9936676264893692
2025-03-11,0.029262938662866004,0.9642754710674192,0.9935384097302852
2025-03-12,0.029923857363310897,0.963520423390396,0.9934442807537069
2025-03-13,0.02965987114338526,0.9638054854371357,0.993465356580521
2025-03-14,0.029585224104780792,0.9638871321396686,0.9934723562444494
2025-03-17,0.029620036468355312,0.9638509923964014,0.9934710288647567
2025-03-18,0.02939705925045208,0.9640905483801611,0.9934876076306132
2025-03-19,0.029217104045126344,0.9642848729743664,0.9935019770194927
2025-03-20,0.02913426846568658,0.964375628930108,0.9935098973957945
2025-03-21,0.029197320191765467,0.9643073487709226,0.9935046689626881
2025-03-24,0.02904840371754997,0.9644699042710517,0.9935183079886017
2025-03-25,0.02902988282284122,0.9644894078879795,0.9935192907108208
2025-03-26,0.028922874049984795,0.9646076834802754,0.9935305575302602
2025-03-27,0.028834403578603392,0.9647084182899129,0.9935428218685163
2025-03-28,0.02877993939940695,0.9647724315019929,0.9935523709013998
2025-03-31,0.028804931721855616,0.9647426400762251,0.9935475717980807
2025-04-01,0.028754444515257403,0.964803653783505,0.9935580982987624
2025-04-02,0.028775055403565286,0.9647770700242765,0.9935521254278418
2025-04-03,0.028735976170689764,0.9648229742358323,0.9935589504065221
2025-04-04,0.028805981580985345,0.9647272153522732,0.9935331969332586
2025-04-07,0.02871705336513236,0.9648253747825833,0.9935424281477157
2025-04-08,0.02904946423722429,0.9644469974573525,0.9934964616945768
2025-04-09,0.028929056734643913,0.964572038118546,0.9935010948531899
2025-04-10,0.02905303163304062,0.9644432447300363,0.9934962763630769
2025-04-11,0.02929002353602188,0.9642051778802277,0.9934952014162496
2025-04-14,0.029942916976243208,0.9635554465548746,0.9934983635311178
2025-04-15,0.03086762191892036,0.9626448110810573,0.9935124329999776
2025-04-16,0.03073973527261917,0.9627700662929474,0.9935098015655666
2025-04-17,0.030481292480784575,0.9630219695864279,0.9935032620672125
2025-04-21,0.03026058238498951,0.9632319423742451,0.9934925247592347
2025-04-22,0.030011173762891467,0.9634686174378153,0.9934797912007067
2025-04-23,0.029807135361203288,0.9636585043921282,0.9934656397533315
2025-04-24,0.029614099670517494,0.9638388529183803,0.9934529525888979
2025-04-25,0.02964461501795852,0.9638091601988859,0.9934537752168444
2025-04-28,0.029581380686950876,0.9638649358702676,0.9934463165572185
2025-04-29,0.02965937179395926,0.9637952322315245,0.9934546040254838
2025-04-30,0.029533649897228703,0.9639071577829028,0.9934408076801315
2025-05-01,0.029379935955248522,0.9640396062475075,0.9934195422027561
2025-05-02,0.029255707775201742,0.9641396711756134,0.9933953789508151
2025-05-05,0.029484691875885774,0.9639714175306096,0.9934561094064953
2025-05-06,0.02932379396857503,0.9641100856036514,0.9934338795722264
2025-05-07,0.02984683745816104,0.9636942703519852,0.9935411078101463
2025-05-08,0.02977411381076612,0.9637584503639942,0.9935325641747603
2025-05-09,0.029647377204229452,0.9638694930762888,0.9935168702805183
2025-05-12,0.029484076634596384,0.9640069810290088,0.9934910576636052
2025-05-13,0.030009134791335608,0.9635852973619035,0.9935944321532391
2025-05-14,0.029777499877969286,0.9637854614376163,0.9935629613155856
2025-05-15,0.029578470539036106,0.9639540354983964,0.9935325060374325
2025-05-16,0.029497944053188455,0.9640178745100603,0.9935158185632488
2025-05-19,0.02934583375092505,0.9641349812898528,0.9934808150407778
2025-05-20,0.02921331872168527,0.9642314193153695,0.9934447380370548
2025-05-21,0.029119160868780365,0.9642910457220925,0.9934102065908729
2025-05-22,0.02928746982380074,0.9642127343730957,0.9935002041968964
2025-05-23,0.02918063109602995,0.9642900714997338,0.9934707025957638
2025-05-27,0.029113143665464396,0.9643351880092811,0.9934483316747454
2025-05-28,0.029301284995796748,0.9642201897545424,0.9935214747503391
2025-05-29,0.02917290107965797,0.9643142485483225,0.9934871496279805
2025-05-30,0.029069996073679945,0.9643798493793229,0.9934498454530029
2025-06-02,0.02911244931604885,0.9643542748759908,0.9934667241920396
2025-06-03,0.029080631060445675,0.9643748556276229,0.9934554866880686
2025-06-04,0.029018715346762695,0.9644103779136308,0.9934290932603935
2025-06-05,0.02905085132758906,0.9643885079907052,0.9934393593182943
2025-06-06,0.02898485716573844,0.9644252730575373,0.9934101302232757
2025-06-09,0.028935085895998816,0.9644432952291677,0.9933783811251665
2025-06-10,0.028897845248492558,0.9644369235605439,0.9933347688090365
2025-06-11,0.028893112420447682,0.9644158038372884,0.9933089162577361
2025-06-12,0.028904444941896486,0.9643997912302268,0.9933042361721233
2025-06-13,0.02890401963312455,0.9643570662161941,0.9932610858493186
2025-06-16,0.02892684227470693,0.9642924780872353,0.9932193203619422
2025-06-17,0.02895621368711273,0.9642343828071598,0.9931905964942725
2025-06-18,0.02896169519822981,0.9642294576696371,0.9931911528678669
2025-06-20,0.02902096295865244,0.9641259209825841,0.9931468839412365
2025-06-23,0.029100278967875957,0.9640039396753898,0.9931042186432657
2025-06-24,0.029188861784392815,0.9638773270145098,0.9930661887989026
2025-06-25,0.02928949332483692,0.9637407319652164,0.9930302252900532
2025-06-26,0.029400391555234967,0.9635953151942511,0.9929957067494861
2025-06-27,0.02956983296670203,0.9633746504757295,0.9929444834424315
2025-06-30,0.029767380418928527,0.9631267578225856,0.9928941382415142
2025-07-01,0.029982905211819556,0.9628630948989517,0.9928460001107713
2025-07-02,0.030252569073941016,0.9625370773833228,0.9927896464572639
2025-07-03,0.03048669587349622,0.962260218700792,0.9927469145742882
2025-07-07,0.030741625750220353,0.9619586226878284,0.9927002484380487
2025-07-08,0.031078218952752527,0.9615705384803219,0.9926487574330745
2025-07-09,0.03143113762936972,0.9611661043570684,0.9925972419864382
2025-07-10,0.03126350599268393,0.9613551747457654,0.9926186807384493
2025-07-11,0.031634295534743936,0.9609354408013907,0.9925697363361347
2025-07-14,0.031341392788943274,0.9612644463958425,0.9926058391847858
2025-07-15,0.03166652822623438,0.9608970222157416,0.992563550441976
2025-07-16,0.03197886838669207,0.960550866826793,0.9925297352134851
2025-07-17,0.032022810183140425,0.9605032039966633,0.9925260141798038
2025-07-18,0.032401253852337934,0.9600874944854054,0.9924887483377434
2025-07-21,0.032764902636317796,0.9596944982282881,0.9924594008646059
2025-07-22,0.03294478886710455,0.9595021685274606,0.9924469573945651
2025-07-23,0.033291039727291624,0.9591345284468344,0.9924255681741261
2025-07-24,0.03287848536252182,0.9595681904033623,0.9924466757658841
2025-07-25,0.03318367690619144,0.959249760046518,0.9924334369527094
2025-07-28,0.03308623790656798,0.959349194210449,0.9924354321170169
2025-07-29,0.03338999648592136,0.9590379368820435,0.9924279333679649
2025-07-30,0.03313505603383375,0.9592985586255464,0.9924336146593801
2025-07-31,0.03343784316184477,0.9589913612721744,0.9924292044340192
2025-08-01,0.033759631381390605,0.9586707593641358,0.9924303907455264
2025-08-04,0.03151341581355115,0.9609188784956555,0.9924322943092067
2025-08-05,0.03145839220993971,0.9609728995148861,0.9924312917248258
2025-08-06,0.03150020091105852,0.9609401148770964,0.992440315788155
2025-08-07,0.03155908362999683,0.9608877095862979,0.9924467932162947
2025-08-08,0.031645375474589385,0.9608084709765213,0.9924538464511107
2025-08-11,0.031752188423292464,0.9607110952587627,0.9924632836820552
2025-08-12,0.03187956404732662,0.9605910115775548,0.9924705756248814
2025-08-13,0.03199683385957138,0.9604841920154282,0.9924810258749996
2025-08-14,0.03205431447899487,0.9604296496095818,0.9924839640885766
2025-08-15,0.03223476676957222,0.9602638191901162,0.9924985859596884
2025-08-18,0.03240238099502443,0.9601126988989874,0.9925150798940119
2025-08-19,0.03262626221654761,0.9599056003588405,0.9925318625753882
2025-08-20,0.03284380876909096,0.9597039671590919,0.9925477759281829
2025-08-21,0.03310580655968612,0.9594651923206903,0.9925709988803764
