date,alpha,beta,persist
2023-12-15,0.03430191820497964,0.9590093904696951,0.9933113086746748
2023-12-18,0.03340881358225179,0.9598414346713656,0.9932502482536174
2023-12-19,0.032675138817322986,0.9605051828235095,0.9931803216408325
2023-12-20,0.03211281907185831,0.9609969770487554,0.9931097961206137
2023-12-21,0.03197751324801049,0.9611150608677036,0.993092574115714
2023-12-22,0.031536384356922714,0.9614723821314533,0.993008766488376
2023-12-26,0.031184881519843076,0.9617363483175135,0.9929212298373566
2023-12-27,0.030929370609291088,0.9618903979907035,0.9928197685999947
2023-12-28,0.0310418361012539,0.9618771241575846,0.9929189602588385
2023-12-29,0.030839323290265105,0.9619993131034528,0.9928386363937178
2024-01-02,0.03067405131224106,0.9620599964202902,0.9927340477325313
2024-01-03,0.03064880780700118,0.9620117767256052,0.9926605845326064
2024-01-04,0.030653438218219267,0.961888310082697,0.9925417483009163
2024-01-05,0.030612974435133635,0.9620348841787147,0.9926478586138484
2024-01-08,0.030644349400174752,0.9620194738836831,0.9926638232838579
2024-01-09,0.03061280984361084,0.9619655772768647,0.9925783871204755
2024-01-10,0.0306650052625813,0.9617937837879801,0.9924587890505614
2024-01-11,0.03081034193437492,0.9615202077254537,0.9923305496598286
2024-01-12,0.03057692289996716,0.9618662106669005,0.9924431335668676
2024-01-16,0.030626707175579443,0.9617560120902576,0.9923827192658371
2024-01-17,0.030647825678618793,0.9617373622433872,0.992385187922006
2024-01-18,0.030715753710028573,0.9616402583194996,0.9923560120295282
2024-01-19,0.030889551840126404,0.9613466250508359,0.9922361768909623
2024-01-22,0.03117242829881007,0.960924246223121,0.9920966745219311
2024-01-23,0.0314642700107574,0.9605136387619672,0.9919779087727245
2024-01-24,0.031939094637189996,0.9598792117560444,0.9918183063932344
2024-01-25,0.03249410485869597,0.9591641270937029,0.9916582319523989
2024-01-26,0.03275507374797024,0.9588304263656067,0.9915855001135769
2024-01-29,0.033534818575885625,0.9578401494235805,0.9913749679994661
2024-01-30,0.03305223739079883,0.9584396291220485,0.9914918665128474
2024-01-31,0.03360181827089429,0.957744945636612,0.9913467639075063
2024-02-01,0.03239758407799162,0.9592384069238101,0.9916359910018018
2024-02-02,0.03222193087125844,0.9594600522343237,0.9916819831055822
2024-02-05,0.03126677811131761,0.9607132042953609,0.9919799824066785
2024-02-06,0.03098685454784606,0.9612081465621035,0.9921950011099496
2024-02-07,0.030952438409262557,0.961243259610629,0.9921956980198915
2024-02-08,0.03087206190023844,0.9612462816241092,0.9921183435243476
2024-02-09,0.030900342824846272,0.9611396786015141,0.9920400214263603
2024-02-12,0.031006412764313783,0.9609403171126913,0.9919467298770052
2024-02-13,0.031202638410627846,0.9606375994176097,0.9918402378282376
2024-02-14,0.031498716550574964,0.9602283807655201,0.9917270973160951
2024-02-15,0.03137776010523684,0.9603920505431687,0.9917698106484055
2024-02-16,0.03149448697787929,0.9602294043328699,0.9917238913107491
2024-02-20,0.03175771966672054,0.9598832903768598,0.9916410100435804
2024-02-21,0.0319836183825959,0.959587088546068,0.9915707069286639
2024-02-22,0.0323337973532188,0.959146578349635,0.9914803757028539
2024-02-23,0.03282871157239605,0.9585208391566942,0.9913495507290903
2024-02-26,0.032995474364532575,0.9583153972381158,0.9913108716026483
2024-02-27,0.03363334817495025,0.9575299633616963,0.9911633115366465
2024-02-28,0.03429582457847257,0.9567254842049324,0.991021308783405
2024-02-29,0.03469742778198222,0.9562413514803753,0.9909387792623575
2024-03-01,0.03528167864190014,0.9555421244900516,0.9908238031319517
2024-03-04,0.034729317147066216,0.9562056354611869,0.990934952608253
2024-03-05,0.03539541085589471,0.9554116436771645,0.9908070545330592
2024-03-06,0.03550074388517451,0.9552873674618217,0.9907881113469963
2024-03-07,0.03619164862047201,0.9544747032740157,0.9906663518944877
2024-03-08,0.03684504939521568,0.9537133065660811,0.9905583559612968
2024-03-11,0.037695302166037954,0.9527353582267675,0.9904306603928055
2024-03-12,0.03877111906624352,0.9514970982224743,0.9902682172887178
2024-03-13,0.03936912451201701,0.9508054668573032,0.9901745913693202
2024-03-14,0.04036772234617055,0.9496756883033031,0.9900434106494737
2024-03-15,0.03917425861293401,0.9510016599660825,0.9901759185790165
2024-03-18,0.04002189724640444,0.9500460033496193,0.9900679005960238
2024-03-19,0.041035445817969196,0.9489244219528223,0.9899598677707915
2024-03-20,0.04161017277671398,0.9483056486823823,0.9899158214590963
2024-03-21,0.04202742530151343,0.9478654277041205,0.9898928530056339
2024-03-22,0.042734454250634095,0.9471220149516398,0.9898564692022739
2024-03-25,0.04265005075596711,0.9472310859803951,0.9898811367363621
2024-03-26,0.0435885441162492,0.9462581656151594,0.9898467097314086
2024-03-27,0.044491890671268075,0.9453492792045015,0.9898411698757696
2024-03-28,0.04498107980341208,0.9448767771953707,0.9898578569987827
2024-04-01,0.046037014653699596,0.9438419376847289,0.9898789523384285
2024-04-02,0.047178327498128496,0.94275349123978,0.9899318187379085
2024-04-03,0.04348536890663989,0.9462840355816238,0.9897694044882637
2024-04-04,0.04399206482239028,0.9458556735525716,0.9898477383749619
2024-04-05,0.044620044192396915,0.9453163375719719,0.9899363817643688
2024-04-08,0.0449465161854282,0.945002958409392,0.9899494745948202
2024-04-09,0.045542279262540994,0.9444841558689158,0.9900264351314567
2024-04-10,0.0453342757145575,0.9447034868179542,0.9900377625325117
2024-04-11,0.04057374807000053,0.9487380360004449,0.9893117840704455
2024-04-12,0.040410025558565904,0.9490309841060497,0.9894410096646156
2024-04-15,0.04030365000895158,0.9491999859365956,0.9895036359455471
2024-04-16,0.040362610788064295,0.949139281257133,0.9895018920451972
2024-04-17,0.04053190059252061,0.9488515899909244,0.9893834905834451
2024-04-18,0.040546347462773843,0.9487889657564778,0.9893353132192516
2024-04-19,0.04031753660016857,0.9491570587171004,0.989474595317269
2024-04-22,0.04014793836024777,0.9494735662621657,0.9896215046224135
2024-04-23,0.040115764924007605,0.9496254571885654,0.989741222112573
2024-04-24,0.040098902952612106,0.9497153695460636,0.9898142724986757
2024-04-25,0.0402143331626506,0.9496635070461564,0.989877840208807
2024-04-26,0.040282607817427346,0.9495724218682541,0.9898550296856814
2024-04-29,0.040395868709586405,0.9495612577962854,0.9899571265058719
2024-04-30,0.040218739524454795,0.9497133049709365,0.9899320444953913
2024-05-01,0.0403288642983148,0.9496636246671116,0.9899924889654265
2024-05-02,0.04050591287642724,0.949584234758587,0.9900901476350142
2024-05-03,0.039572594845941785,0.9502829140320003,0.989855508877942
2024-05-06,0.03956147847883868,0.950217471732205,0.9897789502110438
2024-05-07,0.03949332229283342,0.9503070830129232,0.9898004053057566
2024-05-08,0.039329407061928286,0.9505698108705042,0.9898992179324325
2024-05-09,0.03924076675172007,0.950759047053739,0.9899998138054591
2024-05-10,0.03918400809952249,0.9509155015217674,0.9900995096212899
2024-05-13,0.03922363038947575,0.9509623825329998,0.9901860129224755
2024-05-14,0.039315475583825255,0.9509675758332734,0.9902830514170986
2024-05-15,0.03936783066394488,0.9509624331178599,0.9903302637818048
2024-05-16,0.039573280869952196,0.950850410149636,0.9904236910195882
2024-05-17,0.038566341286097185,0.9516306870888519,0.990197028374949
2024-05-20,0.03855956145633106,0.9517112576034472,0.9902708190597783
2024-05-21,0.03857984229528893,0.951788391208702,0.9903682335039908
2024-05-22,0.03857942173572626,0.9518415740057753,0.9904209957415016
2024-05-23,0.038682920888743755,0.9518386891134979,0.9905216100022416
2024-05-24,0.0387040684565616,0.9517816800090874,0.990485748465649
2024-05-28,0.03881929671043156,0.9517665379051257,0.9905858346155573
2024-05-29,0.03883623070304021,0.9517149700635369,0.9905512007665771
2024-05-30,0.038891727677903075,0.9516529357862741,0.9905446634641771
2024-05-31,0.038787454650244926,0.9517360414095751,0.99052349605982
2024-06-03,0.03871453195704225,0.9517999665147445,0.9905144984717867
2024-06-04,0.03857881667504406,0.9517483038555953,0.9903271205306393
2024-06-05,0.038640965791721084,0.9515971302197278,0.9902380960114489
2024-06-06,0.03850102772761943,0.9518044664540563,0.9903054941816757
2024-06-07,0.038290513956131485,0.9521421046517862,0.9904326186079176
2024-06-10,0.03889122467327889,0.9510385386549205,0.9899297633281994
2024-06-11,0.03841263394501247,0.9516734720443148,0.9900861059893273
2024-06-12,0.03812557246575514,0.952068244490963,0.990193816956718
2024-06-13,0.03803003247140981,0.9521983781487139,0.9902284106201237
2024-06-14,0.038577385574112194,0.9513851505144596,0.9899625360885718
2024-06-17,0.03811515907541493,0.9519863889499033,0.9901015480253182
2024-06-18,0.03810637786602261,0.9519992175674915,0.9901055954335141
2024-06-20,0.03793943961700298,0.9522199161477011,0.990159355764704
2024-06-21,0.0376956824013209,0.9525494568479637,0.9902451392492846
2024-06-24,0.03750211780790292,0.9528232865835624,0.9903254043914653
2024-06-25,0.03736729251508041,0.9530359916269077,0.9904032841419881
2024-06-26,0.03732743604426133,0.9531473281253505,0.9904747641696119
2024-06-27,0.03736074559582906,0.9530497486212821,0.9904104942171111
2024-06-28,0.03731235137560416,0.9531528224344364,0.9904651738100406
2024-07-01,0.03734730126746577,0.9530779233440426,0.9904252246115084
2024-07-02,0.037308758052094375,0.9531831929137903,0.9904919509658846
2024-07-03,0.03736705432072307,0.9531399805029234,0.9905070348236464
2024-07-05,0.03725888429126079,0.9532193991256125,0.9904782834168733
2024-07-08,0.03720536795408686,0.9531607765520145,0.9903661445061014
2024-07-09,0.03699412435001687,0.9534542931778787,0.9904484175278956
2024-07-10,0.036870292574778606,0.9536494974729093,0.9905197900476879
2024-07-11,0.03683019139951075,0.9537485913146503,0.990578782714161
2024-07-12,0.03671762482618068,0.9538075606114268,0.9905251854376075
2024-07-15,0.03666836297627112,0.9538762109473615,0.9905445739236326
2024-07-16,0.03662791571537207,0.9539520387020285,0.9905799544174005
2024-07-17,0.03658345075311854,0.954011904778883,0.9905953555320015
2024-07-18,0.03652759536627882,0.9541284306316697,0.9906560259979486
2024-07-19,0.03657408665962248,0.9540969553267135,0.9906710419863359
2024-07-22,0.03663412690455742,0.9540586338008886,0.9906927607054461
2024-07-23,0.03673586854085676,0.9539959496581395,0.9907318181989963
2024-07-24,0.0368764949332181,0.9538954804615986,0.9907719753948167
2024-07-25,0.03705814016605517,0.9537342477098015,0.9907923878758567
2024-07-26,0.03728173570576938,0.9535412903789663,0.9908230260847357
2024-07-29,0.037122283381357445,0.9537053688349267,0.9908276522162842
2024-07-30,0.03728412662658006,0.9535764653497137,0.9908605919762938
2024-07-31,0.0374522465281598,0.9534444475044124,0.9908966940325722
2024-08-01,0.0366187442826854,0.9542065959932563,0.9908253402759417
2024-08-02,0.036492740625410865,0.9542966419331724,0.9907893825585833
2024-08-05,0.036332120345504496,0.9537724224884192,0.9901045428339237
2024-08-06,0.03605665323062061,0.9541097841813946,0.9901664374120152
2024-08-07,0.036728146097321675,0.9532872519354828,0.9900153980328045
2024-08-08,0.03615263887401314,0.9539754990113446,0.9901281378853577
2024-08-09,0.0356890880295086,0.954530833901388,0.9902199219308967
2024-08-12,0.03533997163754096,0.9549542031513155,0.9902941747888565
2024-08-13,0.03515008653468584,0.9551889195856409,0.9903390061203268
2024-08-14,0.035045778621508095,0.9553179045804727,0.9903636832019809
2024-08-15,0.034802648379641705,0.955609596082015,0.9904122444616568
2024-08-16,0.03474696302695021,0.9556759469931626,0.9904229100201128
2024-08-19,0.034555030506999075,0.9559135558575338,0.9904685863645328
2024-08-20,0.03444908341769541,0.9560486901379398,0.9904977735556352
2024-08-21,0.03440889166510908,0.9561007361982662,0.9905096278633753
2024-08-22,0.034323064073636916,0.9562147698626109,0.9905378339362478
2024-08-23,0.034352556398258,0.9561778842101248,0.9905304406083828
2024-08-26,0.03432040655793369,0.9562179842366766,0.9905383907946103
2024-08-27,0.03425632062072884,0.9563095995728551,0.9905659201935839
2024-08-28,0.03426165904708113,0.9563240658112779,0.990585724858359
2024-08-29,0.03434502321119182,0.9562479331182061,0.9905929563293979
2024-08-30,0.0344791373206582,0.9561110410909243,0.9905901784115825
2024-09-03,0.03459037442514749,0.9559895283794901,0.9905799028046376
2024-09-04,0.034453907480464056,0.9561411249006694,0.9905950323811334
2024-09-05,0.03426347925315452,0.9563399194935727,0.9906033987467272
2024-09-06,0.03429391998744637,0.9563293993476953,0.9906233193351417
2024-09-09,0.03440308281579473,0.9562344971747593,0.990637579990554
2024-09-10,0.03443133686865048,0.956217431363346,0.9906487682319965
2024-09-11,0.034375189722036986,0.9562839494908942,0.9906591392129313
2024-09-12,0.034529043148868045,0.9561425121531486,0.9906715553020167
2024-09-13,0.03472943952546366,0.9559442898964272,0.9906737294218909
2024-09-16,0.034769322905956246,0.9559152216086074,0.9906845445145637
2024-09-17,0.03469123687246137,0.9560044949957972,0.9906957318682585
2024-09-18,0.03491215930886324,0.9557944989833896,0.9907066582922529
2024-09-19,0.035202673507922,0.9555106377971583,0.9907133113050803
2024-09-20,0.03545714571865184,0.9552530811355031,0.990710226854155
2024-09-23,0.03585006190417149,0.9548631810614494,0.9907132429656209
2024-09-24,0.036305002909069815,0.9544053749923558,0.9907103779014256
2024-09-25,0.036731718195876194,0.953978873031288,0.9907105912271642
2024-09-26,0.036915181970022595,0.9537818532694361,0.9906970352394587
2024-09-27,0.037450832616490244,0.9532455794315351,0.9906964120480254
2024-09-30,0.03722043915755022,0.9534908675654417,0.9907113067229919
2024-10-01,0.037551776414451024,0.953161056299479,0.9907128327139301
2024-10-02,0.03810974100472981,0.9526238121858801,0.99073355319061
2024-10-03,0.0384285122641466,0.952325808172461,0.9907543204366076
2024-10-04,0.037855635908307976,0.9528502154510674,0.9907058513593754
2024-10-07,0.036346885146197966,0.9541750908125428,0.9905219759587408
2024-10-08,0.03636677696813843,0.9541185338612964,0.9904853108294348
2024-10-09,0.03640777286719815,0.9541620494173964,0.9905698222845944
2024-10-10,0.03648103785843211,0.9541030816922837,0.9905841195507159
2024-10-11,0.03659837861470041,0.9540632059114762,0.9906615845261766
2024-10-15,0.03679557292938046,0.9539381174394345,0.9907336903688149
2024-10-16,0.03676417801342062,0.9539875387149486,0.9907517167283691
2024-10-17,0.03688957720829184,0.9539177954430968,0.9908073726513887
2024-10-18,0.03682514815885079,0.953934024755098,0.9907591729139488
2024-10-21,0.03701452156574627,0.9538227440953158,0.990837265661062
2024-10-22,0.03668232667358331,0.9540100048410411,0.9906923315146244
2024-10-23,0.03676067217562972,0.95397115773637,0.9907318299119997
2024-10-24,0.03685906777908332,0.9539199302200694,0.9907789979991527
2024-10-25,0.03690096076164862,0.9539380695858709,0.9908390303475195
2024-10-28,0.03704815241710219,0.9538443655179886,0.9908925179350907
2024-10-29,0.03722658559496868,0.9537207127034768,0.9909472982984455
2024-10-30,0.037418247547162706,0.9536089649035993,0.991027212450762
2024-10-31,0.03770532914393082,0.9534036519119213,0.9911089810558522
2024-11-01,0.03798660318082499,0.953201565464924,0.991188168645749
2024-11-04,0.036845232801374986,0.9540401446071465,0.9908853774085215
2024-11-05,0.036694096056966344,0.9541043947814623,0.9907984908384286
2024-11-06,0.03667142664806045,0.9542426140472924,0.9909140406953528
2024-11-07,0.03655342806259336,0.9538522875625806,0.9904057156251739
2024-11-08,0.037291170093995185,0.9527077810073589,0.989998951101354
2024-11-12,0.037080445999106156,0.9529922192582145,0.9900726652573207
2024-11-13,0.038087564560826834,0.9516193520445247,0.9897069166053516
2024-11-14,0.037478260670884396,0.952419599255055,0.9898978599259395
2024-11-15,0.03701498493664591,0.9530394692971059,0.9900544542337518
2024-11-18,0.036616735218959855,0.9535836629749496,0.9902003981939094
2024-11-19,0.03631522723364995,0.9540067814398788,0.9903220086735288
2024-11-20,0.03610866963750165,0.9543187488153969,0.9904274184528986
2024-11-21,0.03600602191795068,0.9545008470246038,0.9905068689425545
2024-11-22,0.03595450620810264,0.9546223710911518,0.9905768772992545
2024-11-25,0.035953596260722774,0.9547048924635163,0.9906584887242391
2024-11-26,0.035438259501400275,0.9548838572548051,0.9903221167562053
2024-11-27,0.03513570227444828,0.9552963798979328,0.9904320821723811
2024-11-29,0.03499377085970594,0.955494867245712,0.9904886381054179
2024-12-02,0.03505632830213155,0.9553999987131887,0.9904563270153203
2024-12-03,0.0348233253097273,0.9557291000553955,0.9905524253651228
2024-12-04,0.03476038013134324,0.9558301101872132,0.9905904903185564
2024-12-05,0.0347294394833941,0.9558696325646868,0.990599072048081
2024-12-06,0.034595775782725054,0.9560764170580855,0.9906721928408107
2024-12-09,0.03453071511178199,0.956203479687822,0.990734194799604
2024-12-10,0.03454175635373305,0.9562346076532435,0.9907763640069766
2024-12-11,0.03459236886318275,0.9562247744724043,0.990817143335587
2024-12-12,0.03465396527292994,0.9561687390635709,0.9908227043365009
2024-12-13,0.03469889242319694,0.9561198053639947,0.9908186977871916
2024-12-16,0.03473948858908461,0.9560702947249874,0.990809783314072
2024-12-17,0.034826040057294415,0.9560310569679008,0.9908570970251952
2024-12-18,0.034976672915525725,0.955925625070376,0.9909022979859018
2024-12-19,0.034640714882441,0.9561688747297168,0.9908095896121578
2024-12-20,0.03468275082126539,0.9561283064121127,0.990811057233378
2024-12-23,0.03472773533702864,0.9561410508241626,0.9908687861611912
2024-12-24,0.03482556097273467,0.9560658743109994,0.9908914352837341
2024-12-26,0.03494941081550589,0.9559933438495747,0.9909427546650805
2024-12-27,0.03514745189178552,0.9558370805115046,0.9909845324032901
2024-12-30,0.03538654986549907,0.9556281283423732,0.9910146782078723
2024-12-31,0.03505934741847057,0.9559393329322861,0.9909986803507567
2025-01-02,0.0352624782679832,0.9557814889592344,0.9910439672272177
2025-01-03,0.03551668245658912,0.955572576028611,0.9910892584852001
2025-01-06,0.03576310774954226,0.9553524347883187,0.9911155425378609
2025-01-07,0.03601918865552595,0.9551159798372725,0.9911351684927985
2025-01-08,0.03616680892776784,0.9549744159298758,0.9911412248576436
2025-01-09,0.03646476212251686,0.9547184406388791,0.9911832027613959
2025-01-10,0.036878298303212334,0.9543535850213248,0.9912318833245372
2025-01-13,0.03667306875692391,0.9545124496808264,0.9911855184377503
2025-01-14,0.03694617298006741,0.9542755629460993,0.9912217359261667
2025-01-15,0.03733525994858805,0.9539506996664082,0.9912859596149963
2025-01-16,0.035179371640932676,0.9558529120304381,0.9910322836713708
2025-01-17,0.035115935833309554,0.9558945715366535,0.991010507369963
2025-01-21,0.035111732654902986,0.9560003664494291,0.9911120991043321
2025-01-22,0.03507288705566525,0.9560509446751687,0.991123831730834
2025-01-23,0.03511047280685088,0.9560829193868547,0.9911933921937056
2025-01-24,0.03519559408663842,0.956077575930458,0.9912731700170964
2025-01-27,0.035264070922931164,0.9560807025084485,0.9913447734313796
2025-01-28,0.03495678038223686,0.9562605719028194,0.9912173522850563
2025-01-29,0.034969793947138166,0.9563484211687839,0.9913182151159221
2025-01-30,0.035041676554851436,0.9563697144820419,0.9914113910368934
2025-01-31,0.035180407234693074,0.9563281750961634,0.9915085823308565
2025-02-03,0.035348314632890517,0.9562490642863135,0.9915973789192041
2025-02-04,0.03558068237338726,0.9561062362577428,0.9916869186311301
2025-02-05,0.035694413769248576,0.9560463532263466,0.9917407669955951
2025-02-06,0.03516117366526133,0.9564382986993476,0.9915994723646089
2025-02-07,0.035288869032836255,0.9564143582046981,0.9917032272375343
2025-02-10,0.03535328175805252,0.9563671951077866,0.9917204768658391
2025-02-11,0.03553203047077043,0.9562883340320298,0.9918203645028003
2025-02-12,0.03573299808740664,0.9561698244752116,0.9919028225626182
2025-02-13,0.03548593920989285,0.9562918248780999,0.9917777640879928
2025-02-14,0.03525778540911386,0.9563960583053952,0.991653843714509
2025-02-18,0.035205444987796555,0.9564234623576572,0.9916289073454537
2025-02-19,0.035231735870839886,0.9564755786579093,0.9917073145287492
2025-02-20,0.03524457267626963,0.9565551593281779,0.9917997320044476
2025-02-21,0.03529448075775116,0.9566001715247413,0.9918946522824925
2025-02-24,0.03512290810006623,0.9566483727010864,0.9917712808011526
2025-02-25,0.035113229540451714,0.9567215064828131,0.9918347360232648
2025-02-26,0.035002626375996104,0.9566089791352208,0.991611605511217
2025-02-27,0.034934284272238214,0.9567538281362382,0.9916881124084764
2025-02-28,0.034857928060976096,0.9569511314681907,0.9918090595291668
2025-03-03,0.03485094282895898,0.9568704999676482,0.9917214427966071
2025-03-04,0.03480274438861765,0.9569604956436704,0.991763240032288
2025-03-05,0.03480229865772012,0.956984626165371,0.9917869248230912
2025-03-06,0.034874970521440916,0.9568193503389847,0.9916943208604256
2025-03-07,0.03476764265054491,0.9570479721081435,0.9918156147586884
2025-03-10,0.03474277909274691,0.9571610798313542,0.9919038589241012
2025-03-11,0.03471548374663479,0.9570760983283583,0.9917915820749931
2025-03-12,0.03473115120364268,0.9570586551289828,0.9917898063326255
2025-03-13,0.034718487822080465,0.9571097530888368,0.9918282409109173
2025-03-14,0.03467207295252505,0.9572028328691411,0.9918749058216662
2025-03-17,0.03471463427853428,0.9571251854038804,0.9918398196824146
2025-03-18,0.034632562091427024,0.9573128148969423,0.9919453769883694
2025-03-19,0.03460518646919905,0.9574435035076533,0.9920486899768524
2025-03-20,0.03459006903321394,0.9575053501175436,0.9920954191507575
2025-03-21,0.034605202814871686,0.9575613444458809,0.9921665472607526
2025-03-24,0.03466007642504831,0.957594923584215,0.9922550000092634
2025-03-25,0.03454375385335612,0.9575493615255256,0.9920931153788817
2025-03-26,0.03454016312607327,0.9576548405154918,0.992195003641565
2025-03-27,0.0345755598332068,0.9576630847779836,0.9922386446111904
2025-03-28,0.0346286437615842,0.9576933212630228,0.9923219650246069
2025-03-31,0.03437521294187247,0.9577504389420604,0.9921256518839329
2025-04-01,0.034342148187976866,0.9578627561164074,0.9922049043043842
2025-04-02,0.034322959194423866,0.9579279948960124,0.9922509540904363
2025-04-03,0.03432677186276485,0.9580008727797982,0.9923276446425631
2025-04-04,0.034203892335283155,0.9579205120611011,0.9921244043963843
2025-04-07,0.03411895981404077,0.9581153669389534,0.9922343267529942
2025-04-08,0.03529866013708517,0.9541375850341621,0.9894362451712473
2025-04-09,0.03473508012216363,0.954840823519418,0.9895759036415817
2025-04-10,0.03713280799026677,0.9518281256347645,0.9889609336250312
2025-04-11,0.036038296841033365,0.9531861519848488,0.9892244488258821
2025-04-14,0.03632826980749397,0.9528282525732417,0.9891565223807356
2025-04-15,0.0371542674604567,0.9518156943582752,0.9889699618187319
2025-04-16,0.03680513338703396,0.9522440746035773,0.9890492079906112
2025-04-17,0.03674077358020937,0.9523247957493366,0.9890655693295459
2025-04-21,0.03600811848562097,0.9532040941675021,0.9892122126531231
2025-04-22,0.03530242713562344,0.9540463583444733,0.9893487854800967
2025-04-23,0.03480822909576623,0.9546231885716309,0.9894314176673971
2025-04-24,0.03460529742145639,0.9548665502609043,0.9894718476823606
2025-04-25,0.034752118104365334,0.9547019701840302,0.9894540882883955
2025-04-28,0.03472452362057912,0.9547359669650239,0.989460490585603
2025-04-29,0.03472188959525551,0.9547432376280368,0.9894651272232923
2025-04-30,0.03438599535007644,0.9551234796774551,0.9895094750275316
2025-05-01,0.033996092357654384,0.955555032133641,0.9895511244912953
2025-05-02,0.03367743486183234,0.9558941989402145,0.9895716338020469
2025-05-05,0.034568331022950385,0.9549775774531605,0.9895459084761109
2025-05-06,0.034148868989919236,0.9554324801889519,0.9895813491788711
2025-05-07,0.03381300613003227,0.9557906234391604,0.9896036295691927
2025-05-08,0.03363052083957045,0.9559806831770661,0.9896112040166365
2025-05-09,0.033747985638974964,0.9558568069716546,0.9896047926106296
2025-05-12,0.033526416621863245,0.9560769129113099,0.9896033295331732
2025-05-13,0.0334923884017128,0.9560985804372256,0.9895909688389384
2025-05-14,0.03333242393493567,0.9562356972771632,0.9895681212120988
2025-05-15,0.03325646773422732,0.9562741678783131,0.9895306356125404
2025-05-16,0.033230372065960634,0.9563097279844619,0.9895401000504225
2025-05-19,0.033181201198519306,0.9563054660826178,0.9894866672811371
2025-05-20,0.03320947320622632,0.9562060669480886,0.989415540154315
2025-05-21,0.03329184980775212,0.956042405839196,0.9893342556469481
2025-05-22,0.03319046849004643,0.9562251836724985,0.989415652162545
2025-05-23,0.03322820354413268,0.9561320264648648,0.9893602300089975
2025-05-27,0.03331749754426654,0.9559697138913196,0.9892872114355861
2025-05-28,0.033092468665176,0.9563197929245539,0.98941226158973
2025-05-29,0.03316601727629102,0.9561773704903265,0.9893433877666175
2025-05-30,0.03317943145804952,0.9561431035626577,0.9893225350207072
2025-06-02,0.0331870001451079,0.9561228475976692,0.9893098477427771
2025-06-03,0.03321750378288836,0.9560822739308247,0.989299777713713
2025-06-04,0.03335050082265018,0.95586365283124,0.9892141536538902
2025-06-05,0.03296156525023117,0.9564456963739575,0.9894072616241887
2025-06-06,0.03299724532189435,0.9563543905488205,0.9893516358707148
2025-06-09,0.032961884914778014,0.9564324410277676,0.9893943259425456
2025-06-10,0.03298822306522418,0.9563557334997866,0.9893439565650108
2025-06-11,0.03304337749551438,0.9562563769868543,0.9892997544823686
2025-06-12,0.0330434949310555,0.9562499036075092,0.9892933985385647
2025-06-13,0.03296340449825872,0.956365530345995,0.9893289348442538
2025-06-16,0.033009893851335834,0.9562951737626072,0.989305067613943
2025-06-17,0.0330968032302155,0.9561602825457168,0.9892570857759323
2025-06-18,0.03307335517998289,0.9561912190273169,0.9892645742072997
2025-06-20,0.03319692792407227,0.9559967061081386,0.9891936340322108
2025-06-23,0.03337927548304637,0.9557306478966546,0.9891099233797009
2025-06-24,0.03354835102902476,0.9554916516039728,0.9890400026329975
2025-06-25,0.03342149226545563,0.955665651552099,0.9890871438175547
2025-06-26,0.033611688488829485,0.9554001780563408,0.9890118665451703
2025-06-27,0.03377808028864071,0.9551756553852659,0.9889537356739067
2025-06-30,0.03405616194270885,0.954800788584866,0.9888569505275748
2025-07-01,0.03410708367950554,0.9547336878349041,0.9888407715144096
2025-07-02,0.03446773085566291,0.9542572712363604,0.9887250020920233
2025-07-03,0.034795517420556636,0.9538274574951258,0.9886229749156824
2025-07-07,0.03506793100181992,0.9534725228783412,0.9885404538801611
2025-07-08,0.03538655597603322,0.9530608477505644,0.9884474037265977
2025-07-09,0.035882083369940664,0.9524263232024035,0.9883084065723442
2025-07-10,0.03575229687174218,0.952595436579316,0.9883477334510582
2025-07-11,0.036237112428542516,0.9519863541285651,0.9882234665571077
2025-07-14,0.03615073514936739,0.9520912248045861,0.9882419599539535
2025-07-15,0.03665776190436715,0.9514614932674169,0.9881192551717841
2025-07-16,0.036869765394030585,0.9511981182505279,0.9880678836445584
2025-07-17,0.03704300721856639,0.9509927698612001,0.9880357770797664
2025-07-18,0.03757732406598371,0.9503505688322145,0.9879278928981982
2025-07-21,0.03769507767152834,0.950218197435796,0.9879132751073244
2025-07-22,0.037581978896110736,0.9503558316043427,0.9879378105004534
2025-07-23,0.037826357851585085,0.9500810905300684,0.9879074483816535
2025-07-24,0.03816559262091409,0.9496884816108897,0.9878540742318038
2025-07-25,0.03866388275133136,0.9491305432973114,0.9877944260486428
2025-07-28,0.03906608760645215,0.9486860844915815,0.9877521720980337
2025-07-29,0.039644946041434585,0.9480534982235633,0.9876984442649979
2025-07-30,0.038398515024462544,0.9494367108007626,0.9878352258252252
2025-07-31,0.0385762489315319,0.9492552987876248,0.9878315477191567
2025-08-01,0.03894162773331386,0.948891507739819,0.9878331354731329
2025-08-04,0.03656475964576965,0.9513695986895198,0.9879343583352894
2025-08-05,0.036502014440610846,0.9515124227601616,0.9880144372007724
2025-08-06,0.03648129150970988,0.9516175919750774,0.9880988834847874
2025-08-07,0.036532620509229244,0.9516264259158445,0.9881590464250737
2025-08-08,0.03663302418125843,0.9515858392278034,0.9882188634090618
2025-08-11,0.03676810460009241,0.951479593065978,0.9882476976660703
2025-08-12,0.036935902985745006,0.951359594821,0.988295497806745
2025-08-13,0.03717879379831486,0.9511523722972653,0.9883311660955802
